Sign,H1 FingerSelection,H1 Aperture,H1 Curve,H1 Bent,H1 Facing,H1 Focus,H1 Width,Dynamic Orientation,Location,Plane,Settings,Path,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,Manner,url,labeled_url
одеться,1-st,closed,straight,bent,tips,back,pointed,"",trunk,"",ipsi-contra,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7882--одеться--MVI_7975.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7882--одеться--MVI_7975.mp4?raw=true' target='_blank'>одеться</a>
избавиться,"","","","","",ulnar,"",supine-prone,space,sagittal,high-low,"","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7884--избавиться--MVI_7977.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7884--избавиться--MVI_7977.mp4?raw=true' target='_blank'>избавиться</a>
хихикать,1-st,"",curved,straight,tips,tips,wide,"",head-low,"",far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7902--хихикать--MVI_8000.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7902--хихикать--MVI_8000.mp4?raw=true' target='_blank'>хихикать</a>
давать,1-st,open,straight,straight,"",radial,pointed,neutral-supine,space,horisontal,proxi-distal,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7911--давать--MVI_8011.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7911--давать--MVI_8011.mp4?raw=true' target='_blank'>давать</a>
возвращать,1-st,"",straight,straight,"",back,wide,neutral-prone,space,horisontal,distal-proxi,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7912--возвращать--MVI_8014.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7912--возвращать--MVI_8014.mp4?raw=true' target='_blank'>возвращать</a>
сдаваться,1-st,"",straight,straight,"",back,pointed,"",space,parallel,iconic,iconic,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7915--сдаваться--MVI_8018.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7915--сдаваться--MVI_8018.mp4?raw=true' target='_blank'>сдаваться</a>
видеть,1-st,"",straight,straight,tips,tips,wide,"",head-mid,horisontal,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7919--взглянуть--MVI_8022.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7919--взглянуть--MVI_8022.mp4?raw=true' target='_blank'>видеть</a>
идти,1-st,open,straight,straight,back,radial,pointed,"",space,horisontal,proxi-distal,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7949--идти--MVI_8066.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7949--идти--MVI_8066.mp4?raw=true' target='_blank'>идти</a>
входить,1-st,"",straight,straight,ulnar,tips,pointed,"",hand-back,horisontal,proxi-distal,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7950--входить--MVI_8067.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7950--входить--MVI_8067.mp4?raw=true' target='_blank'>входить</a>
выходить,1-st,"",straight,straight,back,tips,pointed,"",hand-palm,horisontal,proxi-distal,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7951--выходить--MVI_8068.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7951--выходить--MVI_8068.mp4?raw=true' target='_blank'>выходить</a>
схватить,1-st,open-closed,straight-curved,straight-bent,palm,palm,wide-pointed,"",virtual object,horisontal,far-near,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8010--схватить--MVI_8143.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8010--схватить--MVI_8143.mp4?raw=true' target='_blank'>схватить</a>
думать,1-st,"",straight,straight,tips,tips,wide,"",head-high,sagittal,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8059--понять--MVI_8203.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8059--понять--MVI_8203.mp4?raw=true' target='_blank'>думать</a>
натирать.на.терке,1-st,"",curved,bent,palm,ulnar,pointed,"",hand-palm,horisontal,proxi-distal,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8062--натирать на терке--MVI_8207.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8062--натирать на терке--MVI_8207.mp4?raw=true' target='_blank'>натирать.на.терке</a>
приветствовать,1-st,"",straight,straight,palm,ulnar,pointed,"",space,parallel,contra-ipsi,arc,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8091--приветствовать--MVI_8248.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8091--приветствовать--MVI_8248.mp4?raw=true' target='_blank'>приветствовать</a>
крепко держать,1-st,open-closed,straight-curved,straight-bent,palm,"",wide-pointed,"",space,horisontal,"","","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8105--крепко держать--MVI_8270.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8105--крепко держать--MVI_8270.mp4?raw=true' target='_blank'>крепко держать</a>
стонать,1-st,open,curved,straight,radial,ulnar,"","",head-low,"",near-far,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8108--стонать--MVI_8274.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8108--стонать--MVI_8274.mp4?raw=true' target='_blank'>стонать</a>
шептаться,1-st,open-closed,straight,straight,radial,"",pointed,"",head-low,"","","","","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8126--ворчать--MVI_8295.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8126--ворчать--MVI_8295.mp4?raw=true' target='_blank'>шептаться</a>
обмануть,1-st,"",straight,straight,palm,tips,"","",hand-back,horisontal,distal-proxi,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8147--одурачивать--MVI_8330.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8147--одурачивать--MVI_8330.mp4?raw=true' target='_blank'>обмануть</a>
бить.молотком,"","","","",ulnar,ulnar,"","",virtual object,horisontal,far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8222--бить молотком--MVI_8437.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8222--бить молотком--MVI_8437.mp4?raw=true' target='_blank'>бить.молотком</a>
случаться,1-st,"",straight,straight,"","",wide,prone-neutral,space,"","","","","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8259--случаться--MVI_8483.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8259--случаться--MVI_8483.mp4?raw=true' target='_blank'>случаться</a>
вредить,1-st,"",straight,straight,ulnar,back,pointed,"",hand-narrow,sagittal,proxi-distal,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8285--вредить--MVI_8515.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8285--вредить--MVI_8515.mp4?raw=true' target='_blank'>вредить</a>
штриховать,1-st,"",straight,straight,tips,palm,pointed,"",hand-palm,sagittal,high-low,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8297--штриховать--MVI_8531.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8297--штриховать--MVI_8531.mp4?raw=true' target='_blank'>штриховать</a>
видеть,1-st,"",straight,straight,tips,tips,wide,"",head-mid,parallel,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8300--ненавидеть--MVI_8535.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8300--ненавидеть--MVI_8535.mp4?raw=true' target='_blank'>видеть</a>
вечер,1-st,closed,straight,bent,palm,palm,pointed,"",hand-back,horisontal,far-near,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8304--ужинать--MVI_8540.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8304--ужинать--MVI_8540.mp4?raw=true' target='_blank'>вечер</a>
думать,1-st,"",straight,straight,tips,tips,pointed,"",head-high,horisontal,far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8426--сомневаться--MVI_8730.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8426--сомневаться--MVI_8730.mp4?raw=true' target='_blank'>думать</a>
прятать,1-st,closed,straight,bent,tips,tips,pointed,"",hand-palm,horisontal,far-near,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8436--прятать--MVI_8745.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8436--прятать--MVI_8745.mp4?raw=true' target='_blank'>прятать</a>
ударять.кулаком,"","","","",palm,tips,"","",space,horisontal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8479--ударять--MVI_8805.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8479--ударять--MVI_8805.mp4?raw=true' target='_blank'>ударять.кулаком</a>
держать,1-st,open-closed,straight-curved,straight-bent,back,"",wide-pointed,"",space,horisontal,"","","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8492--держать--MVI_8819.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8492--держать--MVI_8819.mp4?raw=true' target='_blank'>держать</a>
обнимать,1-st,"",straight,straight,ulnar,tips,pointed,"",space,horisontal,ipsi-contra,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8606--обнимать--MVI_8959.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8606--обнимать--MVI_8959.mp4?raw=true' target='_blank'>обнимать</a>
игнорировать,1-st,open-closed,straight,bent,radial,tips,pointed,"",head-side,"",near-far,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8710--игнорировать--MVI_9236.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8710--игнорировать--MVI_9236.mp4?raw=true' target='_blank'>игнорировать</a>
нарушать,1-st,"",curved,straight,radial,tips,"","",hand-classifier,horisontal,distal-proxi,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8743--нарушать--MVI_9279.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8743--нарушать--MVI_9279.mp4?raw=true' target='_blank'>нарушать</a>
выполнять,1-st,"",straight,straight,palm,tips,pointed,"",hand-narrow,sagittal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8748--выполнять--MVI_9288.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8748--выполнять--MVI_9288.mp4?raw=true' target='_blank'>выполнять</a>
улучшать,1-st,"",straight,straight,radial,back,pointed,"",hand-palm,sagittal,low-high,sraight,"","","","","",back,"",laceration,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8762--улучшать--MVI_9304.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8762--улучшать--MVI_9304.mp4?raw=true' target='_blank'>улучшать</a>
включать,1-st,open-closed,straight,bent,back,tips,wide-pointed,"",hand-palm,parallel,high-low,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8802--включать--MVI_9360.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8802--включать--MVI_9360.mp4?raw=true' target='_blank'>включать</a>
"включать, инкорпорировать",1-st,open-closed,straight,bent,back,tips,pointed,"",hand-palm,sagittal,high-low,arc,"","","","","","","","","https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8807--включать, инкорпорировать--MVI_9369.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8807--включать, инкорпорировать--MVI_9369.mp4?raw=true' target='_blank'>включать, инкорпорировать</a>"
увеличивать,thumb,"",straight,straight,palm,ulnar,"","",space,horisontal,proxi-distal,"","","","","","","","",symmetrical,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8809--увеличивать, возрастать--MVI_9372.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8809--увеличивать, возрастать--MVI_9372.mp4?raw=true' target='_blank'>увеличивать</a>"
вскружить голову,1-st,"",straight,straight,tips,tips,"","",head-high,"",ipsi-contra,circle-counterclock,"","","","",,"","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8870--вскружить голову--MVI_9467.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8870--вскружить голову--MVI_9467.mp4?raw=true' target='_blank'>вскружить голову</a>
"наводнять, наполнять",1-st,"",straight,straight,palm,tips,wide,"",space,horisontal,ipsi-contra,sraight,"","","","","","","",symmetrical,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8878--наводнять, наполнять--MVI_9480.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8878--наводнять, наполнять--MVI_9480.mp4?raw=true' target='_blank'>наводнять, наполнять</a>"
проникать,1-st,"",straight,straight,tips,tips,"","",head-mid,sagittal,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8879--проникать--MVI_9481.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8879--проникать--MVI_9481.mp4?raw=true' target='_blank'>проникать</a>
надувать,1-st,closed-open,curved-straight,bent-straight,palm,back,pointed-wide,"",virtual object,horisontal,contra-ipsi,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8882--надувать--MVI_9484.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8882--надувать--MVI_9484.mp4?raw=true' target='_blank'>надувать</a>
информировать,1-st,"",straight-curved,straight,tips,radial,"","",head-high,horisontal,contra-ipsi,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8888--информировать--MVI_9493.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8888--информировать--MVI_9493.mp4?raw=true' target='_blank'>информировать</a>
начинать,1-st,"",straight,straight,radial,tips,"","",hand-palm,parallel,low-high,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8911--начинать--MVI_9528.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8911--начинать--MVI_9528.mp4?raw=true' target='_blank'>начинать</a>
уколоть,1-st,open-closed,straight,bent,back,back,"","",arm,"",far-near,"","","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8913--укалывать--MVI_9533.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8913--укалывать--MVI_9533.mp4?raw=true' target='_blank'>уколоть</a>
dem,1-st,"",straight,straight,tips,tips,"","",arm,"",far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8915--ранить--MVI_9535.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8915--ранить--MVI_9535.mp4?raw=true' target='_blank'>dem</a>
обновлять,1-st,"",curved,bent,back,tips,pointed,"",hand-palm,parallel,far-near,arc,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8929--обновлять--MVI_9550.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8929--обновлять--MVI_9550.mp4?raw=true' target='_blank'>обновлять</a>
настаивать,1-st,"",straight,straight,tips,tips,"","",hand-palm,horisontal,high-low,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8943--настаивать--MVI_9570.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8943--настаивать--MVI_9570.mp4?raw=true' target='_blank'>настаивать</a>
проверять,1-st,"",curved,straight,radial,tips,"","",hand-classifier,horisontal,high-low,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8944--проверять--MVI_9571.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//8944--проверять--MVI_9571.mp4?raw=true' target='_blank'>проверять</a>
оскорбить,1-st,"",straight-curved,straight,tips,back,"","",head-low,"",near-far,sraight,"","","","","","","",tense,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8968--оскорблять--MVI_9603.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8968--оскорблять--MVI_9603.mp4?raw=true' target='_blank'>оскорбить</a>
интегрировать,1-st,"",straight,straight,palm,tips,wide,"",space,horisontal,ipsi-contra,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8975--интегрировать--MVI_9619.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/8975--интегрировать--MVI_9619.mp4?raw=true' target='_blank'>интегрировать</a>
вмешиваться,1-st,"",straight,straight,tips,tips,"","",head-mid,sagittal,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9001--вмешиваться--MVI_9660.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9001--вмешиваться--MVI_9660.mp4?raw=true' target='_blank'>вмешиваться</a>
вмешиваться,1-st,"",straight,straight,tips,tips,"","",head-mid,sagittal,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9025--вмешиваться--MVI_9694.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9025--вмешиваться--MVI_9694.mp4?raw=true' target='_blank'>вмешиваться</a>
прерывать,1-st,"",curved,straight,tips,ulnar,wide,"",hand-classifier,parallel,high-low,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9026--прерывать--MVI_9695.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9026--прерывать--MVI_9695.mp4?raw=true' target='_blank'>прерывать</a>
знакомить,1-st,open,curved,straight,palm,palm,pointed,supine-prone,hand-palm,horisontal,far-near,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9041--знакомить--MVI_9715.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9041--знакомить--MVI_9715.mp4?raw=true' target='_blank'>знакомить</a>
переворачивать,"","",straight,straight,palm,back,pointed,prone-supine,space,horisontal,contra-ipsi,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9052--переворачивать--MVI_9728.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9052--переворачивать--MVI_9728.mp4?raw=true' target='_blank'>переворачивать</a>
приглашать,1-st,"",straight,bent,ulnar,ulnar,pointed,"",space,horisontal,distal-proxi,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9064--приглашать--MVI_9742.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9064--приглашать--MVI_9742.mp4?raw=true' target='_blank'>приглашать</a>
"гладить, утюжить",thumb,"",straight,straight,tips,radial,"","",hand-palm,horisontal,distal-proxi,sraight,"","","","","",back,"",biderectional,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9072--гладить--MVI_9755.mp4?raw=true,"<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9072--гладить--MVI_9755.mp4?raw=true' target='_blank'>гладить, утюжить</a>"
видеть,1-st,closed-open,straight,straight,tips,tips,"","",head-mid,"",far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9084--раздражать--MVI_9769.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9084--раздражать--MVI_9769.mp4?raw=true' target='_blank'>видеть</a>
издавать,"","","","",palm,palm,"","",hand-palm,horisontal,far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9090--издавать--MVI_9777.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9090--издавать--MVI_9777.mp4?raw=true' target='_blank'>издавать</a>
угрожать,1-st,"",straight,straight,ulnar,tips,"","",space,horisontal,proxi-distal,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9115--угрожать--MVI_9808.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9115--угрожать--MVI_9808.mp4?raw=true' target='_blank'>угрожать</a>
присоединять,1-st,open,curved,straight,ulnar,tips,"","",space,horisontal,ipsi-contra,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9137--присоединять--MVI_9834.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9137--присоединять--MVI_9834.mp4?raw=true' target='_blank'>присоединять</a>
вступить,thumb,"",straight,straight,ulnar,tips,"","",space,horisontal,proxi-distal,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9138--вступить--MVI_9836.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9138--вступить--MVI_9836.mp4?raw=true' target='_blank'>вступить</a>
вибрировать,1-st,"",straight,straight,palm,"",wide,prone-neutral,space,horisontal,"","","","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9154--сильно вибрировать--MVI_9857.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9154--сильно вибрировать--MVI_9857.mp4?raw=true' target='_blank'>вибрировать</a>
перемешивать,1-st,"",straight,straight,tips,ulnar,pointed,"",space,horisontal,contra-ipsi,circle-clock,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9164--перемешивать--MVI_9874.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9164--перемешивать--MVI_9874.mp4?raw=true' target='_blank'>перемешивать</a>
прыгать,1-st,"",straight-curved,straight,tips,root,wide,"",hand-palm,horisontal,low-high,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9165--прыжки--MVI_9875.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9165--прыжки--MVI_9875.mp4?raw=true' target='_blank'>прыгать</a>
ударить,"","","","",palm,tips,"","",space,horisontal,ipsi-contra,sraight,"","","","","","","",tense,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9209--пинать--MVI_9938.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9209--пинать--MVI_9938.mp4?raw=true' target='_blank'>ударить</a>
похитить,"","","","","",radial,"",supine-prone,space,horisontal,ipsi-contra,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9213--похищение ;ребенка;--MVI_9955.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9213--похищение ;ребенка;--MVI_9955.mp4?raw=true' target='_blank'>похитить</a>
убить,"","","","",radial,palm,"","",hand-palm,sagittal,high-low,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9215--убить--MVI_9958.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9215--убить--MVI_9958.mp4?raw=true' target='_blank'>убить</a>
целовать,1-st,"",straight,straight,"",palm,pointed,supine-prone,head-low,"",near-far,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9233--целовать--MVI_9982.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9233--целовать--MVI_9982.mp4?raw=true' target='_blank'>целовать</a>
стоять на коленях,1-st,"",straight-curved,straight,tips,"",wide,"",hand-palm,horisontal,"","","","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9247--стоять на коленях--MVI_0007.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9247--стоять на коленях--MVI_0007.mp4?raw=true' target='_blank'>стоять на коленях</a>
вязать,1-st,"",straight,straight,palm,"","",prone-neutral,space,horisontal,"","","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9253--вязать--MVI_0015.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9253--вязать--MVI_0015.mp4?raw=true' target='_blank'>вязать</a>
свалить,1-st,"",straight,straight,back,back,pointed,"",hand-palm,horisontal,far-near,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9257--свалить--MVI_0020.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9257--свалить--MVI_0020.mp4?raw=true' target='_blank'>свалить</a>
недоставать,1-st,open-closed,curved,straight,tips,ulnar,pointed,"",neck,"",high-low,sraight,"","","","","","","",tense,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9280--недоставать--недоставать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9280--недоставать--недоставать.mp4?raw=true' target='_blank'>недоставать</a>
берег,1-st,"",straight,straight,back,root,pointed,"",arm,horisontal,proxi-distal,vawe,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9300--приземлиться--приземлиться.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9300--приземлиться--приземлиться.mp4?raw=true' target='_blank'>берег</a>
